631	 "INTERNET AG Global Network"	0
73	 "Kewlio.net Limited"	0
308	 "Elisa Corporation"	4
945	 "TeraGo Networks Inc."	0
329	 "regio[.NET]"	0
855	 "SIDN - Stichting Internet Domeinregistratie Nederland"	6
883	 "Bell Canada Backbone"	1
548	 "Panservice"	0
54	 "RCS & RDS"	0
533	 "Gobanza, Inc."	0
405	 "Open Systems AG"	0
649	 "Threshold Communications 3"	0
788	 "CBS"	0
835	 "SpaceNet AG"	2
469	 "NationalNet, Inc."	2
455	 "Verein FunkFeuer Wien"	0
237	 "IP Group"	0
235	 "KDDI (former POWEREDCOM)"	0
821	 "RBNET"	17
714	 "Ultraspeed"	0
472	 "Extraordinary Managed Services"	3
939	 "Consult Inform\\u00e1tica Ltda."	5
129	 "Novia Internetworking"	0
438	 "DreamTank"	2
232	 "IRC Hispano"	3
408	 "Fibre Lac"	0
921	 "Hattrick Limited"	0
108	 "METANET AG"	2
873	 "brightsolid"	11
567	 "Ebuyer (UK) Limited"	0
57	 "cablecom GmbH"	0
340	 "NCSoft"	0
817	 "KPN Internedservices - WideXS"	8
606	 "Salesforce.com"	0
161	 "Deutsche Telekom / ex GTS Central Europe"	0
624	 "VPLS, Inc."	0
93	 "Internet Solutions, South Africa"	3
28	 "Telecom Italia Sparkle"	0
912	 "Multi-vISP / SECR"	0
829	 "ith Kommunikationstechnik GmbH"	0
497	 "UCAID"	1
417	 "TWGate"	0
226	 "Tata Communications"	0
153	 "BTnet (BT\s UK IP Network - AS2856)"	2
522	 "NETPLANET GmbH"	19
973	 "Telemar"	0
718	 "Sirius Telecom"	0
553	 "Signet B.V."	0
516	 "Telegraaf Media ICT BV."	0
995	 "Lukoil Inform"	0
820	 "Telstra (International)"	0
222	 "Conversant"	4
964	 "Iron Mountain Data Centers (fka IO Data Centers)"	0
26	 "Bouygues Telecom ISP"	3
258	 "Orange"	13
698	 "Oversee.net"	0
551	 "UK Broadband"	0
599	 "Pixelpark GmbH"	3
527	 "Association Kazar"	0
194	 "MAnet GmbH"	0
86	 "DSNet Hosting Limited"	15
830	 "Net Vision Telecom"	0
318	 "Hudson Digital"	3
985	 "NORDUnet"	0
